weight,height,body_fat,muscle_mass,water_perc,bmr,goal,calories,protein,carbs,fat
66,176,14,30,36.53,2131,Muscle Gain,2431,212.71,273.49,54.02
83,197,21,34,49.35,1676,Weight Loss,1176,117.6,88.2,39.2
72,187,22,37,43.17,1602,Weight Gain,2102,131.38,262.75,58.39
94,154,34,32,58.36,1743,Muscle Gain,2043,178.76,229.84,45.4
70,173,27,29,41.33,1922,Weight Loss,1422,142.2,106.65,47.4
74,172,31,23,44.72,1881,Muscle Gain,2181,190.84,245.36,48.47
84,188,19,25,43.7,1963,Weight Loss,1463,146.3,109.72,48.77
94,150,15,24,51.57,2127,Muscle Gain,2427,212.36,273.04,53.93
99,178,21,26,49.28,1923,Weight Loss,1423,142.3,106.72,47.43
76,197,33,31,49.19,1947,Muscle Gain,2247,196.61,252.79,49.93
93,196,11,36,58.22,1459,Weight Loss,959,95.9,71.92,31.97
87,162,20,29,49.33,2157,Muscle Gain,2457,214.99,276.41,54.6
69,166,26,23,41.35,1729,Weight Gain,2229,139.31,278.62,61.92
95,177,10,30,55.31,1541,Weight Loss,1041,104.1,78.08,34.7
76,167,17,29,37.22,1880,Weight Gain,2380,148.75,297.5,66.11
99,170,33,25,52.69,1906,Weight Gain,2406,150.38,300.75,66.83
90,186,11,21,54.62,1535,Weight Gain,2035,127.19,254.38,56.53
91,169,10,23,44.03,2142,Weight Loss,1642,164.2,123.15,54.73
91,196,14,36,45.32,1461,Weight Loss,961,96.1,72.08,32.03
55,167,23,38,28.42,1572,Muscle Gain,1872,163.8,210.6,41.6
78,191,26,30,40.54,1664,Weight Loss,1164,116.4,87.3,38.8
85,156,23,24,38.76,1361,Muscle Gain,1661,145.34,186.86,36.91
66,186,29,22,36.91,1606,Weight Loss,1106,110.6,82.95,36.87
97,152,10,28,51.56,1417,Weight Gain,1917,119.81,239.62,53.25
66,183,18,38,32.69,2144,Weight Loss,1644,164.4,123.3,54.8
74,196,13,23,41.51,1821,Weight Loss,1321,132.1,99.08,44.03
55,176,33,31,30.67,1475,Muscle Gain,1775,155.31,199.69,39.44
95,182,19,34,51.17,1697,Weight Gain,2197,137.31,274.62,61.03
52,198,30,33,28.61,1681,Weight Gain,2181,136.31,272.62,60.58
68,184,21,24,38.15,1696,Muscle Gain,1996,174.65,224.55,44.36
100,181,20,35,51.36,1590,Muscle Gain,1890,165.38,212.62,42.0
55,189,31,32,31.73,1789,Muscle Gain,2089,182.79,235.01,46.42
53,182,22,23,33.38,1958,Muscle Gain,2258,197.57,254.03,50.18
61,160,15,31,30.57,1708,Weight Gain,2208,138.0,276.0,61.33
52,152,29,35,23.98,1771,Muscle Gain,2071,181.21,232.99,46.02
89,155,29,30,46.08,1966,Weight Loss,1466,146.6,109.95,48.87
93,197,27,32,57.49,1858,Weight Gain,2358,147.38,294.75,65.5
77,170,23,37,41.55,1936,Weight Gain,2436,152.25,304.5,67.67
86,170,23,27,45.61,1578,Muscle Gain,1878,164.32,211.28,41.73
96,178,24,38,57.74,1849,Muscle Gain,2149,188.04,241.76,47.76
76,174,17,25,38.07,2032,Muscle Gain,2332,204.05,262.35,51.82
108,152,19,34,52.46,1427,Muscle Gain,1727,151.11,194.29,38.38
60,197,14,24,28.75,1825,Weight Gain,2325,145.31,290.62,64.58
75,157,14,26,43.71,1738,Weight Gain,2238,139.88,279.75,62.17
86,190,13,23,49.79,1572,Muscle Gain,1872,163.8,210.6,41.6
85,155,25,23,54.28,2051,Weight Gain,2551,159.44,318.88,70.86
106,197,19,28,63.22,1761,Weight Gain,2261,141.31,282.62,62.81
85,199,22,32,47.58,1765,Weight Loss,1265,126.5,94.88,42.17
70,165,24,24,43.76,2041,Muscle Gain,2341,204.84,263.36,52.02
97,161,13,20,48.79,1458,Weight Loss,958,95.8,71.85,31.93
76,176,17,24,36.93,1683,Weight Gain,2183,136.44,272.88,60.64
51,161,31,36,27.0,1879,Weight Loss,1379,137.9,103.42,45.97
87,181,20,20,45.55,1479,Weight Loss,979,97.9,73.42,32.63
92,166,17,32,54.75,1957,Muscle Gain,2257,197.49,253.91,50.16
71,165,11,24,38.04,1518,Weight Gain,2018,126.12,252.25,56.06
66,165,15,38,32.45,1953,Weight Gain,2453,153.31,306.62,68.14
89,164,24,34,53.68,1854,Muscle Gain,2154,188.47,242.33,47.87
78,186,14,25,39.95,1921,Muscle Gain,2221,194.34,249.86,49.36
53,178,34,28,31.92,1517,Muscle Gain,1817,158.99,204.41,40.38
76,185,10,35,40.38,1758,Weight Gain,2258,141.12,282.25,62.72
89,150,30,28,54.92,2175,Weight Gain,2675,167.19,334.38,74.31
57,198,19,26,35.11,2105,Weight Loss,1605,160.5,120.38,53.5
73,173,28,37,40.61,1864,Weight Gain,2364,147.75,295.5,65.67
81,177,25,26,39.56,2178,Weight Loss,1678,167.8,125.85,55.93
61,157,24,31,35.93,1409,Muscle Gain,1709,149.54,192.26,37.98
67,194,13,36,32.54,1948,Muscle Gain,2248,196.7,252.9,49.96
88,150,16,26,55.03,2011,Muscle Gain,2311,202.21,259.99,51.36
94,159,27,26,43.63,2065,Weight Loss,1565,156.5,117.38,52.17
80,172,34,26,36.13,2180,Muscle Gain,2480,217.0,279.0,55.11
97,168,19,22,49.35,2002,Weight Loss,1502,150.2,112.65,50.07
80,159,26,36,44.56,1608,Muscle Gain,1908,166.95,214.65,42.4
87,161,34,39,52.27,1946,Weight Loss,1446,144.6,108.45,48.2
97,178,22,22,58.59,1905,Weight Gain,2405,150.31,300.62,66.81
55,194,16,24,27.09,1781,Muscle Gain,2081,182.09,234.11,46.24
81,198,22,35,43.45,1688,Weight Gain,2188,136.75,273.5,60.78
109,188,20,30,70.84,1667,Weight Loss,1167,116.7,87.52,38.9
71,186,29,35,34.29,2115,Weight Gain,2615,163.44,326.88,72.64
55,183,23,35,28.93,2151,Weight Loss,1651,165.1,123.82,55.03
96,193,18,37,49.41,1479,Weight Loss,979,97.9,73.42,32.63
85,157,17,35,41.46,1552,Weight Gain,2052,128.25,256.5,57.0
74,180,30,36,47.95,1797,Weight Gain,2297,143.56,287.12,63.81
75,170,13,20,40.45,2157,Weight Loss,1657,165.7,124.27,55.23
58,179,28,32,36.65,1808,Weight Loss,1308,130.8,98.1,43.6
72,165,31,24,42.33,1745,Weight Loss,1245,124.5,93.38,41.5
104,187,20,35,60.23,1562,Muscle Gain,1862,162.92,209.47,41.38
50,158,27,32,29.39,1451,Weight Gain,1951,121.94,243.88,54.19
58,162,25,22,27.33,1666,Weight Loss,1166,116.6,87.45,38.87
95,156,29,35,52.31,2167,Muscle Gain,2467,215.86,277.54,54.82
69,173,24,24,33.39,1519,Muscle Gain,1819,159.16,204.64,40.42
54,198,16,25,28.92,1594,Weight Gain,2094,130.88,261.75,58.17
70,189,14,37,44.81,2177,Weight Loss,1677,167.7,125.77,55.9
86,195,15,34,40.22,1733,Weight Loss,1233,123.3,92.47,41.1
87,152,14,31,48.62,1376,Muscle Gain,1676,146.65,188.55,37.24
67,166,26,30,33.41,1328,Weight Gain,1828,114.25,228.5,50.78
66,191,22,31,42.45,1390,Weight Gain,1890,118.12,236.25,52.5
102,175,22,31,65.87,1301,Weight Loss,801,80.1,60.07,26.7
106,183,32,39,55.4,1334,Muscle Gain,1634,142.97,183.83,36.31
97,182,28,30,55.95,2066,Weight Loss,1566,156.6,117.45,52.2
88,197,12,38,43.3,1754,Muscle Gain,2054,179.72,231.08,45.64
77,193,27,24,36.89,1385,Weight Gain,1885,117.81,235.62,52.36
91,161,17,38,43.06,1774,Weight Gain,2274,142.12,284.25,63.17
99,179,11,24,60.92,1725,Weight Gain,2225,139.06,278.12,61.81
91,154,27,34,56.21,1458,Weight Loss,958,95.8,71.85,31.93
79,176,21,20,42.49,1655,Weight Loss,1155,115.5,86.62,38.5
108,164,27,20,50.81,2069,Weight Loss,1569,156.9,117.67,52.3
80,193,25,29,47.49,1508,Weight Gain,2008,125.5,251.0,55.78
59,184,30,35,33.01,2108,Muscle Gain,2408,210.7,270.9,53.51
70,162,27,23,36.48,1851,Weight Loss,1351,135.1,101.33,45.03
59,151,17,25,35.27,2148,Weight Gain,2648,165.5,331.0,73.56
94,172,23,29,46.85,1952,Weight Loss,1452,145.2,108.9,48.4
53,188,33,21,29.05,1688,Muscle Gain,1988,173.95,223.65,44.18
99,153,28,39,48.62,1307,Weight Loss,807,80.7,60.52,26.9
94,173,30,30,60.57,2148,Weight Loss,1648,164.8,123.6,54.93
87,175,34,26,46.51,1905,Muscle Gain,2205,192.94,248.06,49.0
100,197,34,32,52.74,1715,Muscle Gain,2015,176.31,226.69,44.78
68,163,25,36,31.25,1472,Muscle Gain,1772,155.05,199.35,39.38
86,151,24,21,50.13,1898,Weight Gain,2398,149.88,299.75,66.61
52,154,12,25,23.59,1477,Muscle Gain,1777,155.49,199.91,39.49
73,173,26,27,37.55,1983,Muscle Gain,2283,199.76,256.84,50.73
55,151,30,22,30.59,2074,Weight Loss,1574,157.4,118.05,52.47
102,186,32,20,49.2,1793,Weight Gain,2293,143.31,286.62,63.69
64,173,24,29,40.35,1594,Weight Gain,2094,130.88,261.75,58.17
52,151,15,28,26.05,1806,Muscle Gain,2106,184.27,236.93,46.8
90,173,31,36,53.9,1343,Muscle Gain,1643,143.76,184.84,36.51
82,171,28,38,45.35,1894,Weight Loss,1394,139.4,104.55,46.47
108,175,31,23,61.13,1986,Weight Gain,2486,155.38,310.75,69.06
76,156,29,37,39.15,1696,Weight Loss,1196,119.6,89.7,39.87
53,163,29,32,34.05,1523,Weight Gain,2023,126.44,252.88,56.19
96,152,10,36,45.3,1494,Weight Loss,994,99.4,74.55,33.13
96,199,23,22,60.48,1751,Muscle Gain,2051,179.46,230.74,45.58
